Ligue,Date,Equipe,Equipe adverse,Home / Away,XG1,XG2,G1,G2,Score,Resultat,Fait marquant,Absence 1,Absence 2,Absence 3,Absence 4,XA1,XA2,Garde score,Revenu score,AMT,TCL,Dribbles tentés,Dribbles réussis,Prog passes,Passes surface,Prog drib,Possession surface,PSXG,Erreurs,Aerien win,xg1_dead,g1_dead,xg2_dead,g2_dead
ES,25/11/2023,Barcelona,Rayo Vallecano,A,1.0,0.7,1,1, 1-1,N,,,,,,2.4,0.5,,O,28,21,15,28,52,14,30,7,1.3,1,36.8,0.09,0,0.02,0
ES,12/11/2023,Barcelona,Alaves,H,1.6,1.7,2,1, 2-1,V,,O,,,,2.1,1.8,,O,21,22,15,26,70,9,47,13,0.9,2,45.2,0.0,0,0.0,0
C1,7/11/2023,Barcelona,Shakhtar Donetsk,A,0.9,0.9,0,1, 0-1,D,,O,,,,2.6,1.4,,N,25,27,18,31,94,13,36,5,1.5,0,47.8,0.0,0,0.0,0
ES,4/11/2023,Barcelona,Real Sociedad,A,1.2,0.9,1,0, 1-0,V,,O,,,,2.0,1.4,O,,20,22,15,27,31,7,13,4,2.2,1,51.9,0.02,0,0.09,0
ES,28/10/2023,Barcelona,Real Madrid,H,1.5,1.1,1,2, 1-2,D,,O,,,,1.3,1.8,N,,24,26,6,14,29,5,18,1,1.3,0,31.6,0.24,0,0.0,0
C1,25/10/2023,Barcelona,Shakhtar Donetsk,H,2.6,0.9,2,1, 2-1,V,,O,,O,,3.7,1.3,O,,33,7,14,39,50,10,25,4,0.7,0,66.7,0.14,0,0.0,0
ES,22/10/2023,Barcelona,Athletic Club,H,1.3,0.4,1,0, 1-0,V,,O,,O,,1.6,1.2,O,,22,23,8,18,35,8,17,6,0.3,0,23.1,0.0,0,0.08,0
ES,8/10/2023,Barcelona,Granada,A,3.0,0.8,2,2, 2-2,N,,O,,O,,4.0,0.9,,O,39,25,13,23,51,9,44,6,0.9,1,70.6,0.19,0,0.28,0
C1,4/10/2023,Barcelona,Porto,A,1.3,0.7,1,0, 1-0,V,,O,,,,1.9,1.9,O,,19,22,12,24,34,4,26,8,0.7,0,68.8,0.0,0,0.05,0
ES,29/09/2023,Barcelona,Sevilla,H,2.4,1.1,1,0, 1-0,V,,O,,,,3.7,1.8,,,32,16,16,28,50,13,21,10,0.5,0,46.4,0.33,0,0.52,0
ES,26/09/2023,Barcelona,Mallorca,A,1.9,0.8,2,2, 2-2,N,Rouge 2,O,,,,3.7,1.4,,O,19,20,12,27,54,13,29,2,1.2,1,48.7,0.0,0,0.13,0
ES,23/09/2023,Barcelona,Celta Vigo,H,1.6,1.5,3,2, 3-2,V,,,,,,3.2,2.1,,O,28,18,7,14,69,7,30,3,2.2,0,56.5,0.0,0,0.0,0
C1,19/09/2023,Barcelona,Antwerp,H,2.8,0.3,5,0, 5-0,V,,,,,,5.1,0.7,O,,37,14,13,24,74,19,30,15,0.3,0,76.5,0.02,0,0.14,0
ES,16/09/2023,Barcelona,Real Betis,H,2.4,0.8,5,0, 5-0,V,,,,,,3.7,1.4,O,,34,28,17,31,50,15,31,11,0.7,0,77.8,0.02,0,0.1,0
ES,3/09/2023,Barcelona,Osasuna,A,2.0,0.8,2,1, 2-1,V,,,,,,1.4,1.9,O,,16,28,12,17,41,9,18,6,0.8,0,48.4,0.2,1,0.11,0
ES,27/08/2023,Barcelona,Villarreal,A,3.1,1.9,4,3, 4-3,V,,,O,,,3.2,2.9,O,,35,26,11,14,58,18,25,8,2.8,0,43.5,0.0,0,0.06,1
ES,20/08/2023,Barcelona,Cadiz,H,3.4,1.1,2,0, 2-0,V,,,O,,,4.8,1.0,O,,42,16,12,19,58,15,40,11,0.3,1,44.4,0.01,0,0.03,0
ES,13/08/2023,Barcelona,Getafe,A,1.4,0.6,0,0, 0-0,N,Rouge 2,,O,,,2.6,1.6,,,28,12,12,21,50,9,34,5,0.2,0,60.5,0.04,0,0.11,0
