Ligue,Date,Equipe,Equipe adverse,Home / Away,XG1,XG2,G1,G2,Score,Resultat,Fait marquant,Absence 1,Absence 2,Absence 3,Absence 4,XA1,XA2,Garde score,Revenu score,AMT,TCL,Dribbles tentés,Dribbles réussis,Prog passes,Passes surface,Prog drib,Possession surface,PSXG,Erreurs,Aerien win,xg1_dead,g1_dead,xg2_dead,g2_dead
C1,28/11/2023,Dortmund,Milan,A,1.8,2.1,3,1, 3-1,V,,O,O,O,,1.5,2.1,,O,23,29,11,16,34,11,21,6,2.0,0,60.0,0.0,0,0.08,0
AL,25/11/2023,Dortmund,Mönchengladbach,H,3.2,1.0,4,2, 4-2,V,,O,,O,,3.9,2.1,,O,38,34,6,15,35,11,19,8,1.4,0,53.3,0.11,0,0.04,0
AL,11/11/2023,Dortmund,Stuttgart,A,1.0,4.2,1,2, 1-2,D,,O,,O,,1.5,4.2,N,,10,22,6,16,18,2,13,0,3.5,1,35.7,0.0,0,0.18,0
C1,7/11/2023,Dortmund,Newcastle United,H,1.4,0.6,2,0, 2-0,V,,O,,O,,2.6,1.2,O,,30,37,9,20,31,7,17,5,0.6,0,50.0,0.11,0,0.05,0
AL,4/11/2023,Dortmund,Bayern Munich,H,1.0,3.2,0,4, 0-4,D,,O,,O,,2.7,5.2,,N,28,36,12,29,53,13,22,7,4.2,1,73.3,0.0,0,0.47,1
AL,29/10/2023,Dortmund,Eintracht Frankfurt,A,2.2,2.2,3,3, 3-3,N,,O,,O,,3.8,1.9,,O,28,22,7,20,47,8,25,1,1.0,0,65.2,0.22,0,0.0,0
C1,25/10/2023,Dortmund,Newcastle United,A,1.8,1.1,1,0, 1-0,V,,O,O,O,,2.0,2.1,O,,21,29,1,5,23,6,18,7,1.0,1,53.3,0.0,0,0.05,0
AL,20/10/2023,Dortmund,Werder Bremen,H,2.6,0.4,1,0, 1-0,V,,O,,O,,4.7,0.7,O,,43,19,10,23,57,15,34,9,0.1,1,42.3,0.27,0,0.05,0
AL,7/10/2023,Dortmund,Union Berlin,H,1.6,1.4,4,2, 4-2,V,,O,,O,,2.1,1.2,O,,20,22,5,19,46,5,21,6,1.5,0,45.8,0.48,0,0.31,1
C1,4/10/2023,Dortmund,Milan,H,1.0,1.6,0,0, 0-0,N,,O,,O,,1.3,2.7,,,31,28,4,12,41,8,29,3,1.1,0,52.0,0.12,0,0.14,0
AL,29/09/2023,Dortmund,Hoffenheim,A,1.6,1.9,3,1, 3-1,V,Rouge 1,O,,O,,1.2,2.6,O,,9,31,9,16,20,3,21,4,1.4,1,35.7,0.0,0,0.1,0
AL,23/09/2023,Dortmund,Wolfsburg,H,1.7,0.5,1,0, 1-0,V,,O,,O,,2.9,0.5,O,,33,29,9,12,54,10,23,8,0.2,0,58.3,0.27,0,0.0,0
C1,19/09/2023,Dortmund,Paris,A,0.7,2.4,0,2, 0-2,D,,O,,O,,1.0,3.1,,N,24,27,14,32,24,1,12,3,2.0,0,76.9,0.2,0,0.02,0
AL,16/09/2023,Dortmund,Freiburg,A,2.3,1.0,4,2, 4-2,V,,O,,O,,2.7,1.6,,O,27,17,4,10,30,10,16,4,1.2,1,50.0,0.19,1,0.44,1
AL,1/09/2023,Dortmund,Heidenheim,H,3.4,2.1,2,2, 2-2,N,,O,,O,,4.5,1.3,N,,33,19,11,15,51,10,25,8,1.5,0,45.0,0.0,0,0.03,0
AL,26/08/2023,Dortmund,Bochum,A,1.3,1.0,1,1, 1-1,N,,O,,O,,2.4,1.6,,O,27,19,4,19,39,12,14,4,1.5,0,58.5,0.18,0,0.23,0
AL,19/08/2023,Dortmund,Köln,H,1.8,1.2,1,0, 1-0,V,,O,,O,O,2.9,3.3,O,,20,21,12,25,68,4,16,6,1.5,0,51.7,0.98,0,0.15,0
